round_id	round	event_type	outcome	duration_ms	anomalies	entries_condemned	entries_graduated	entries_redeleted	objects_deleted
2d123dd0f09dcf631219b7ffa8d71044	48	Finish	Success	3830	0	0	5000	5000	5000
c54e53b5a55e6c4092123aa971d801f4	49	Finish	Success	3537	0	0	5000	5000	5000
de78586d83d5a70506b4b8989b5a6496	50	Finish	Success	3773	0	0	5000	5000	5000
59c39c00a5c9657a3b1bf5e570f04d6c	51	Finish	Success	4423	0	0	5000	5000	5000
76e1c6234d028147838a147253a06390	52	Finish	Success	4006	0	0	5000	5000	5000
18a487fae8f39c540e0b91a5a26305b4	53	Finish	Success	12087	0	0	5000	5000	5000
c21beab2cb60373dda79861a4ae765fe	54	Finish	Success	40608	0	0	5000	5000	5000
b15611e29ac0e6077ac7ebddf7f08567	55	Finish	Success	5659	0	0	5000	5000	5000
88b10cf48d4ea9113a67ba545a728622	56	Finish	Success	3540	0	0	5000	5000	5000
a1bd58233087b0deb2e49f9c7ac42eef	57	Finish	Success	4382	0	0	5000	5000	5000
f4ddb0bb02cf8b9e303dd8346b3f8df5	58	Finish	Success	3766	0	0	5000	5000	5000
9cf1732f1930c4f868d3a74abc64513e	59	Finish	Success	8323	0	0	5000	5000	5000
50943d4fd00d05eaa962f65ce1c15b1d	60	Finish	Success	18187	0	0	5000	5000	5000
d334b5c24173b2078658d58050a2898d	61	Finish	Success	9463	0	0	958	5000	5000
d58eec1cd394c2a0a1ae5a342f24e693	62	Finish	Success	214608	0	0	0	958	958
b0b5c0583e4bcb1de87d28683d0c9062	62	Finish	Deferred	24320	0	0	0	0	0
97308478d6b1a2dec4696e106a176b3a	62	Finish	Deferred	43	0	0	0	0	0
78f06b6ef1f52852582605a8ee1d2289	62	Finish	Deferred	58	0	0	0	0	0
a6f21aca20f890bf11af8060dcf99b16	63	Finish	Success	1722	0	0	0	0	0
