hostname	event_date	event_time	event_time_microseconds	event_type	disk_name	srid	gc_id	trigger	round	outcome	candidates_marked	objects_deleted	objects_absent	objects_replaced	objects_spared	manifests_deleted	entries_condemned	entries_graduated	entries_redeleted	fence_outs	anomalies	duration_ms	error	ProfileEvents	round_id	phase	phase_duration_us	phase_metrics
e10bbf9b059b	2026-07-26	2026-07-26 21:27:22	2026-07-26 21:27:22.208152	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	5058a40bfb066a7a5aee90025dadaefa		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:22	2026-07-26 21:27:22.210231	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1504,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8533,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':215,'ReadBufferFromS3InitMicroseconds':946,'ReadBufferFromS3Microseconds':957,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1504,'S3ReadRequestsCount':4}	5058a40bfb066a7a5aee90025dadaefa	lease	2032	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:22	2026-07-26 21:27:22.210238	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	2		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1504,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8533,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':215,'ReadBufferFromS3InitMicroseconds':946,'ReadBufferFromS3Microseconds':957,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1504,'S3ReadRequestsCount':4}	5058a40bfb066a7a5aee90025dadaefa		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:32	2026-07-26 21:27:32.210308	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	7690f4e0ae7515f4c257684f0f5a55d5		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:32	2026-07-26 21:27:32.216540	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':5609,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8665,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':347,'ReadBufferFromS3InitMicroseconds':2280,'ReadBufferFromS3Microseconds':2287,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':5609,'S3ReadRequestsCount':4}	7690f4e0ae7515f4c257684f0f5a55d5	lease	6208	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:32	2026-07-26 21:27:32.216548	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	6		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':5609,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8665,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':347,'ReadBufferFromS3InitMicroseconds':2280,'ReadBufferFromS3Microseconds':2287,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':5609,'S3ReadRequestsCount':4}	7690f4e0ae7515f4c257684f0f5a55d5		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:42	2026-07-26 21:27:42.216621	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	0f7e26e0a65f258bab297539ae6888ab		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:42	2026-07-26 21:27:42.220135	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2857,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1896,'ReadBufferFromS3Microseconds':1904,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2857,'S3ReadRequestsCount':4}	0f7e26e0a65f258bab297539ae6888ab	lease	3495	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:42	2026-07-26 21:27:42.220146	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	3		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2857,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1896,'ReadBufferFromS3Microseconds':1904,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2857,'S3ReadRequestsCount':4}	0f7e26e0a65f258bab297539ae6888ab		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:52	2026-07-26 21:27:52.220220	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	c5f952ad5e5bc2cb8ac71f2cef98e4d7		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:52	2026-07-26 21:27:52.222124	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1293,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1041,'ReadBufferFromS3Microseconds':1051,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1293,'S3ReadRequestsCount':4}	c5f952ad5e5bc2cb8ac71f2cef98e4d7	lease	1887	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:27:52	2026-07-26 21:27:52.222131	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	1		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1293,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1041,'ReadBufferFromS3Microseconds':1051,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1293,'S3ReadRequestsCount':4}	c5f952ad5e5bc2cb8ac71f2cef98e4d7		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:02	2026-07-26 21:28:02.222207	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	f8cbbaad004d624fb84c1988a40d9493		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:02	2026-07-26 21:28:02.225095	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2118,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1612,'ReadBufferFromS3Microseconds':1628,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2118,'S3ReadRequestsCount':4}	f8cbbaad004d624fb84c1988a40d9493	lease	2871	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:02	2026-07-26 21:28:02.225103	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	2		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2118,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1612,'ReadBufferFromS3Microseconds':1628,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2118,'S3ReadRequestsCount':4}	f8cbbaad004d624fb84c1988a40d9493		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:12	2026-07-26 21:28:12.225337	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	4dac351f5619ccf6d92cb10611d7d7cf		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:12	2026-07-26 21:28:12.228111	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2239,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1722,'ReadBufferFromS3Microseconds':1729,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2239,'S3ReadRequestsCount':4}	4dac351f5619ccf6d92cb10611d7d7cf	lease	2756	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:12	2026-07-26 21:28:12.228119	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	2		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2239,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1722,'ReadBufferFromS3Microseconds':1729,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2239,'S3ReadRequestsCount':4}	4dac351f5619ccf6d92cb10611d7d7cf		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:22	2026-07-26 21:28:22.228198	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	1023e78c30f55451e50cdec1ca9ec829		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:22	2026-07-26 21:28:22.230875	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1951,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1063,'ReadBufferFromS3Microseconds':1070,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1951,'S3ReadRequestsCount':4}	1023e78c30f55451e50cdec1ca9ec829	lease	2657	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:22	2026-07-26 21:28:22.230883	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	2		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1951,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1063,'ReadBufferFromS3Microseconds':1070,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1951,'S3ReadRequestsCount':4}	1023e78c30f55451e50cdec1ca9ec829		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:32	2026-07-26 21:28:32.230957	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	8c4d9f2672229616550ae62a4f73c0f8		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:32	2026-07-26 21:28:32.234851	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsExpired':14,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2755,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1983,'ReadBufferFromS3Microseconds':1996,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2755,'S3ReadRequestsCount':4}	8c4d9f2672229616550ae62a4f73c0f8	lease	3871	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:32	2026-07-26 21:28:32.234863	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	3		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsExpired':14,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2755,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1983,'ReadBufferFromS3Microseconds':1996,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2755,'S3ReadRequestsCount':4}	8c4d9f2672229616550ae62a4f73c0f8		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:42	2026-07-26 21:28:42.234999	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	423c76737f734177716acd3cebf584fb		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:42	2026-07-26 21:28:42.238238	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsCreated':1,'DiskConnectionsElapsedMicroseconds':185,'DiskConnectionsPreserved':4,'DiskConnectionsReused':3,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2344,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':10,'MemoryAllocatedWithoutCheckBytes':10880,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1401,'ReadBufferFromS3Microseconds':1408,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2344,'S3ReadRequestsCount':4}	423c76737f734177716acd3cebf584fb	lease	3215	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:42	2026-07-26 21:28:42.238248	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	3		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsCreated':1,'DiskConnectionsElapsedMicroseconds':185,'DiskConnectionsPreserved':4,'DiskConnectionsReused':3,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':2344,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':10,'MemoryAllocatedWithoutCheckBytes':10880,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':1401,'ReadBufferFromS3Microseconds':1408,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':2344,'S3ReadRequestsCount':4}	423c76737f734177716acd3cebf584fb		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:52	2026-07-26 21:28:52.238322	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	596af4016520fc786cd993871dcd7b53		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:52	2026-07-26 21:28:52.240244	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsCreated':1,'DiskConnectionsElapsedMicroseconds':70,'DiskConnectionsExpired':18,'DiskConnectionsPreserved':4,'DiskConnectionsReused':3,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1100,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':10,'MemoryAllocatedWithoutCheckBytes':10880,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':715,'ReadBufferFromS3Microseconds':726,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1100,'S3ReadRequestsCount':4}	596af4016520fc786cd993871dcd7b53	lease	1908	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:28:52	2026-07-26 21:28:52.240252	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	1		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsCreated':1,'DiskConnectionsElapsedMicroseconds':70,'DiskConnectionsExpired':18,'DiskConnectionsPreserved':4,'DiskConnectionsReused':3,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1100,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':10,'MemoryAllocatedWithoutCheckBytes':10880,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':715,'ReadBufferFromS3Microseconds':726,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1100,'S3ReadRequestsCount':4}	596af4016520fc786cd993871dcd7b53		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:02	2026-07-26 21:29:02.240326	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	5b0e3d66843df466100f312f518f8c55		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:02	2026-07-26 21:29:02.244743	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':3628,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':2687,'ReadBufferFromS3Microseconds':2695,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':3628,'S3ReadRequestsCount':4}	5b0e3d66843df466100f312f518f8c55	lease	4393	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:02	2026-07-26 21:29:02.244752	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	4		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':3628,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':2687,'ReadBufferFromS3Microseconds':2695,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':3628,'S3ReadRequestsCount':4}	5b0e3d66843df466100f312f518f8c55		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:12	2026-07-26 21:29:12.244825	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	b075aa3c4f2b60a24773c913e622ee2e		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:12	2026-07-26 21:29:12.246670	Phase	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{'CasGcGet':2,'ContextLock':8,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1326,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':853,'ReadBufferFromS3Microseconds':859,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1326,'S3ReadRequestsCount':4}	b075aa3c4f2b60a24773c913e622ee2e	lease	1828	{'acquired':0,'steal_allowed':1}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:12	2026-07-26 21:29:12.246678	Finish	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	NotALeader	0	0	0	0	0	0	0	0	0	0	0	1		{'CasGcGet':2,'ContextLock':9,'DiskConnectionsPreserved':4,'DiskConnectionsReused':4,'DiskS3GetObject':2,'DiskS3HeadObject':2,'DiskS3ReadMicroseconds':1326,'DiskS3ReadRequestsCount':4,'IOBufferAllocBytes':8666,'IOBufferAllocs':2,'MemoryAllocatedWithoutCheck':8,'MemoryAllocatedWithoutCheckBytes':8704,'ReadBufferFromS3Bytes':348,'ReadBufferFromS3InitMicroseconds':853,'ReadBufferFromS3Microseconds':859,'S3GetObject':2,'S3HeadObject':2,'S3ReadMicroseconds':1326,'S3ReadRequestsCount':4}	b075aa3c4f2b60a24773c913e622ee2e		0	{}
e10bbf9b059b	2026-07-26	2026-07-26 21:29:22	2026-07-26 21:29:22.246835	Start	ca	ca_soak_ch2	f0f1274d01237dfdeb8efa6c6fd8cee5	Scheduled	0	Unknown	0	0	0	0	0	0	0	0	0	0	0	0		{}	737323efa3bc902e0ff5db5a36b2d0d1		0	{}
